commitment_id,opportunity_id,investor_id,offering_id,fund_id,close_id,committed_amount_usd,commitment_date,subscription_date,currency,equalization_amount_usd,status,side_letter,erisa_bucketing
COMM-0029,OPP-0072,INV-0059,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC1,175011493.0,2024-06-30,2024-06-03,USD,0.0,Active,No,No
COMM-0030,OPP-0074,INV-0060,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC1,225068702.0,2022-06-30,2022-05-19,USD,0.0,Active,No,No
COMM-0031,OPP-0078,INV-0064,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC2,274072756.0,2022-12-27,2022-11-27,USD,3288873.0,Active,Yes,Yes
COMM-0032,OPP-0079,INV-0065,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,152045256.0,2023-06-30,2023-06-01,USD,0.0,Active,Yes,No
COMM-0033,OPP-0080,INV-0066,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,62616427.0,2023-06-30,2023-05-26,USD,0.0,Active,No,No
COMM-0034,OPP-0081,INV-0066,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,179647456.0,2021-12-27,2021-11-15,USD,2155769.0,Active,No,No
COMM-0035,OPP-0085,INV-0070,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC2,58234717.0,2021-12-27,2021-11-21,USD,698817.0,Active,No,No
COMM-0036,OPP-0089,INV-0074,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC2,259143749.0,2021-12-27,2021-11-20,USD,3109725.0,Active,Yes,No
COMM-0037,OPP-0095,INV-0079,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC2,5829375.0,2022-12-27,2022-11-19,USD,69952.0,Active,No,No
COMM-0038,OPP-0097,INV-0081,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC1,130530976.0,2021-06-30,2021-05-25,USD,0.0,Active,No,No
COMM-0039,OPP-0102,INV-0085,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC1,310835782.0,2020-06-30,2020-05-20,USD,0.0,Active,Yes,No
COMM-0040,OPP-0103,INV-0085,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC1,254736712.0,2021-06-30,2021-05-17,USD,0.0,Active,No,No
COMM-0041,OPP-0105,INV-0087,FUND-AIP-II-OFF-A,FUND-AIP-II,FUND-AIP-II-FC1,185105344.0,2021-06-30,2021-05-31,USD,0.0,Active,No,No
COMM-0042,OPP-0106,INV-0088,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC1,74619579.0,2023-06-30,2023-06-13,USD,0.0,Active,No,No
COMM-0043,OPP-0110,INV-0092,FUND-AIP-II-OFF-A,FUND-AIP-II,FUND-AIP-II-FC2,67842780.0,2021-12-27,2021-12-02,USD,814113.0,Active,No,No
COMM-0044,OPP-0111,INV-0093,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC1,311331563.0,2023-06-30,2023-06-08,USD,0.0,Active,No,No
COMM-0045,OPP-0114,INV-0096,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC1,434888361.0,2024-06-30,2024-06-08,USD,0.0,Active,Yes,No
COMM-0046,OPP-0115,INV-0097,FUND-AGE-III-OFF-A,FUND-AGE-III,FUND-AGE-III-FC2,85254678.0,2024-12-27,2024-11-17,USD,1023056.0,Active,No,No
COMM-0047,OPP-0117,INV-0098,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC2,310386530.0,2021-12-27,2021-11-27,USD,3724638.0,Active,No,No
COMM-0048,OPP-0120,INV-0100,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC2,349573967.0,2021-12-27,2021-11-27,USD,4194888.0,Active,Yes,No
COMM-0049,OPP-0121,INV-0101,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC2,107184283.0,2023-12-27,2023-11-29,USD,1286211.0,Active,Yes,No
COMM-0050,OPP-0122,INV-0102,FUND-AIP-II-OFF-A,FUND-AIP-II,FUND-AIP-II-FC1,30995580.0,2021-06-30,2021-06-15,USD,0.0,Active,Yes,No
COMM-0051,OPP-0126,INV-0105,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC1,184792780.0,2020-06-30,2020-05-16,USD,0.0,Active,No,Yes
COMM-0052,OPP-0127,INV-0106,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC1,398664773.0,2024-06-30,2024-05-29,USD,0.0,Active,No,No
COMM-0053,OPP-0128,INV-0107,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC1,421845340.0,2023-06-30,2023-06-01,USD,0.0,Active,No,No
COMM-0054,OPP-0129,INV-0108,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC2,86348542.0,2021-12-27,2021-12-11,USD,1036183.0,Active,No,No
COMM-0055,OPP-0132,INV-0110,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC1,441866784.0,2022-06-30,2022-06-05,USD,0.0,Active,No,No
COMM-0056,OPP-0137,INV-0114,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC1,246896838.0,2023-06-30,2023-06-04,USD,0.0,Active,No,No
COMM-0057,OPP-0139,INV-0115,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC2,41045121.0,2022-12-27,2022-11-18,USD,492541.0,Active,No,No
COMM-0058,OPP-0142,INV-0117,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC2,35693180.0,2022-12-27,2022-12-01,USD,428318.0,Active,No,No
COMM-0059,OPP-0152,INV-0125,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC1,443733800.0,2023-06-30,2023-06-04,USD,0.0,Active,Yes,Yes
COMM-0060,OPP-0155,INV-0128,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC2,208019026.0,2023-12-27,2023-12-07,USD,2496228.0,Active,No,No
COMM-0061,OPP-0156,INV-0129,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC1,388908620.0,2021-06-30,2021-05-24,USD,0.0,Active,No,No
COMM-0062,OPP-0158,INV-0130,FUND-ARA-IV-OFF-A,FUND-ARA-IV,FUND-ARA-IV-FC2,398030326.0,2022-12-27,2022-11-23,USD,4776364.0,Active,No,No
COMM-0063,OPP-0160,INV-0132,FUND-ARA-III-OFF-A,FUND-ARA-III,FUND-ARA-III-FC1,341324188.0,2020-06-30,2020-05-17,USD,0.0,Active,No,No
COMM-0064,OPP-0163,INV-0134,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC2,315457439.0,2024-12-27,2024-11-16,USD,3785489.0,Active,No,No
COMM-0065,OPP-0168,INV-0137,FUND-ACO-IV-OFF-A,FUND-ACO-IV,FUND-ACO-IV-FC1,188665859.0,2021-06-30,2021-06-12,USD,0.0,Active,No,No
COMM-0066,OPP-0169,INV-0138,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC1,62336700.0,2021-06-30,2021-05-26,USD,0.0,Active,Yes,No
COMM-0067,OPP-0171,INV-0139,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC1,347338318.0,2023-06-30,2023-06-01,USD,0.0,Active,No,No
COMM-0068,OPP-0173,INV-0140,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC1,367098516.0,2024-06-30,2024-05-16,USD,0.0,Active,No,No
COMM-0069,OPP-0176,INV-0143,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC1,221826942.0,2021-06-30,2021-06-15,USD,0.0,Active,Yes,No
COMM-0070,OPP-0177,INV-0144,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,183288280.0,2021-12-27,2021-11-29,USD,2199459.0,Active,No,No
COMM-0071,OPP-0181,INV-0146,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,316280548.0,2023-06-30,2023-05-22,USD,0.0,Active,No,Yes
COMM-0072,OPP-0182,INV-0147,FUND-ABF-IX-OFF-A,FUND-ABF-IX,FUND-ABF-IX-FC1,205177881.0,2021-06-30,2021-06-10,USD,0.0,Active,No,No
COMM-0073,OPP-0186,INV-0150,FUND-ARA-III-OFF-A,FUND-ARA-III,FUND-ARA-III-FC1,342636803.0,2020-06-30,2020-05-25,USD,0.0,Active,No,No
COMM-0074,OPP-0195,INV-0158,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC1,264582226.0,2023-06-30,2023-06-03,USD,0.0,Active,No,No
COMM-0075,OPP-0202,INV-0164,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC1,150370731.0,2022-06-30,2022-05-17,USD,0.0,Active,No,No
COMM-0076,OPP-0205,INV-0167,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,29694585.0,2021-12-27,2021-11-12,USD,356335.0,Active,No,No
COMM-0077,OPP-0206,INV-0168,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC2,408613763.0,2023-12-27,2023-11-28,USD,4903365.0,Active,No,No
COMM-0078,OPP-0209,INV-0170,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC2,405398864.0,2022-12-27,2022-11-23,USD,4864786.0,Active,No,No
COMM-0079,OPP-0210,INV-0171,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC2,94633325.0,2023-12-27,2023-11-25,USD,1135600.0,Active,No,No
COMM-0080,OPP-0211,INV-0172,FUND-AGE-III-OFF-A,FUND-AGE-III,FUND-AGE-III-FC2,444359170.0,2024-12-27,2024-11-13,USD,5332310.0,Active,No,No
COMM-0081,OPP-0223,INV-0182,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC1,102432566.0,2024-06-30,2024-05-27,USD,0.0,Active,No,No
COMM-0082,OPP-0227,INV-0185,FUND-ARA-III-OFF-A,FUND-ARA-III,FUND-ARA-III-FC2,291119367.0,2020-12-27,2020-11-13,USD,3493432.0,Active,No,No
COMM-0083,OPP-0229,INV-0187,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,357766214.0,2023-06-30,2023-05-26,USD,0.0,Active,No,No
COMM-0084,OPP-0231,INV-0189,FUND-AIP-III-OFF-A,FUND-AIP-III,FUND-AIP-III-FC1,371351226.0,2023-06-30,2023-05-24,USD,0.0,Active,No,No
COMM-0085,OPP-0233,INV-0191,FUND-ACO-IV-OFF-A,FUND-ACO-IV,FUND-ACO-IV-FC1,306715942.0,2021-06-30,2021-05-22,USD,0.0,Active,No,No
COMM-0086,OPP-0234,INV-0192,FUND-AIP-II-OFF-A,FUND-AIP-II,FUND-AIP-II-FC2,22785216.0,2021-12-27,2021-11-24,USD,273423.0,Active,No,No
COMM-0087,OPP-0235,INV-0193,FUND-ARA-IV-OFF-A,FUND-ARA-IV,FUND-ARA-IV-FC1,13658356.0,2022-06-30,2022-05-18,USD,0.0,Active,No,No
COMM-0088,OPP-0238,INV-0194,FUND-ARA-III-OFF-A,FUND-ARA-III,FUND-ARA-III-FC2,176619440.0,2020-12-27,2020-11-29,USD,2119433.0,Active,Yes,No
COMM-0089,OPP-0239,INV-0195,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC2,93804082.0,2021-12-27,2021-12-12,USD,1125649.0,Active,No,Yes
COMM-0090,OPP-0243,INV-0198,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC1,58176154.0,2021-06-30,2021-05-25,USD,0.0,Active,Yes,No
COMM-0091,OPP-0245,INV-0200,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC1,321095419.0,2020-06-30,2020-05-22,USD,0.0,Active,No,No
COMM-0092,,INV-0074,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC1,252617635.0,2020-06-30,2020-05-29,USD,0.0,Active,No,No
COMM-0093,,INV-0053,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC1,110811319.0,2022-06-30,2022-06-06,USD,0.0,Active,Yes,No
COMM-0094,,INV-0158,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC1,224011757.0,2022-06-30,2022-06-03,USD,0.0,Active,No,No
COMM-0095,,INV-0061,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC2,209416142.0,2022-12-27,2022-12-16,USD,2512994.0,Active,No,No
COMM-0096,,INV-0100,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,289920798.0,2021-12-27,2021-12-16,USD,3479050.0,Active,Yes,No
COMM-0097,,INV-0191,FUND-ARA-III-OFF-A,FUND-ARA-III,FUND-ARA-III-FC1,188065700.0,2020-06-30,2020-05-27,USD,0.0,Active,No,No
COMM-0098,,INV-0058,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC1,233963290.0,2022-06-30,2022-05-21,USD,0.0,Active,No,No
COMM-0099,,INV-0076,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,295118730.0,2023-06-30,2023-06-18,USD,0.0,Active,No,No
COMM-0100,,INV-0045,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC1,116273477.0,2022-06-30,2022-06-07,USD,0.0,Active,No,No
COMM-0101,,INV-0143,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC1,52474011.0,2020-06-30,2020-05-24,USD,0.0,Active,No,No
COMM-0102,,INV-0002,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC2,214358342.0,2022-12-27,2022-12-13,USD,2572300.0,Active,Yes,No
COMM-0103,,INV-0040,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC1,233229980.0,2022-06-30,2022-05-31,USD,0.0,Active,No,No
COMM-0104,,INV-0126,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC2,26499835.0,2024-12-27,2024-11-25,USD,317998.0,Active,No,No
COMM-0105,,INV-0135,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC1,158578855.0,2023-06-30,2023-05-26,USD,0.0,Active,No,No
COMM-0106,,INV-0107,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC2,32123938.0,2022-12-27,2022-12-10,USD,385487.0,Active,No,No
COMM-0107,,INV-0170,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC2,111435358.0,2022-12-27,2022-12-11,USD,1337224.0,Active,No,No
COMM-0108,,INV-0144,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC1,202336848.0,2021-06-30,2021-06-06,USD,0.0,Active,No,No
COMM-0109,,INV-0165,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC1,287874561.0,2024-06-30,2024-05-30,USD,0.0,Active,No,No
COMM-0110,,INV-0098,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC2,80694214.0,2023-12-27,2023-11-24,USD,968331.0,Active,No,No
COMM-0111,,INV-0007,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC2,156721173.0,2022-12-27,2022-12-01,USD,1880654.0,Active,No,No
COMM-0112,,INV-0125,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC2,269993075.0,2021-12-27,2021-12-11,USD,3239917.0,Active,No,Yes
COMM-0113,,INV-0132,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC1,54381469.0,2023-06-30,2023-05-21,USD,0.0,Active,Yes,No
COMM-0114,,INV-0161,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC1,202748862.0,2023-06-30,2023-05-27,USD,0.0,Active,No,No
COMM-0115,,INV-0176,FUND-AIP-II-OFF-A,FUND-AIP-II,FUND-AIP-II-FC1,65645973.0,2021-06-30,2021-05-25,USD,0.0,Active,No,No
COMM-0116,,INV-0166,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC1,12007119.0,2023-06-30,2023-05-29,USD,0.0,Active,No,No
COMM-0117,,INV-0010,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC1,21009081.0,2023-06-30,2023-05-26,USD,0.0,Active,No,No
COMM-0118,,INV-0143,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC1,273741039.0,2023-06-30,2023-06-07,USD,0.0,Active,No,No
COMM-0119,,INV-0116,FUND-AIP-II-OFF-A,FUND-AIP-II,FUND-AIP-II-FC2,98339253.0,2021-12-27,2021-12-05,USD,1180071.0,Active,Yes,No
COMM-0120,,INV-0137,FUND-ABF-IX-OFF-A,FUND-ABF-IX,FUND-ABF-IX-FC1,228008376.0,2021-06-30,2021-06-02,USD,0.0,Active,Yes,No
COMM-0121,,INV-0180,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC2,278774086.0,2023-12-27,2023-12-14,USD,3345289.0,Active,No,No
COMM-0122,,INV-0176,FUND-ARA-III-OFF-A,FUND-ARA-III,FUND-ARA-III-FC1,88047646.0,2020-06-30,2020-05-22,USD,0.0,Active,No,No
COMM-0123,,INV-0098,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC1,144826365.0,2021-06-30,2021-06-03,USD,0.0,Active,No,No
COMM-0124,,INV-0035,FUND-AIP-II-OFF-A,FUND-AIP-II,FUND-AIP-II-FC2,288239608.0,2021-12-27,2021-12-13,USD,3458875.0,Active,No,No
COMM-0125,,INV-0174,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC1,168289635.0,2022-06-30,2022-06-03,USD,0.0,Active,No,No
COMM-0126,,INV-0032,FUND-ABF-IX-OFF-A,FUND-ABF-IX,FUND-ABF-IX-FC1,173951986.0,2021-06-30,2021-06-08,USD,0.0,Active,Yes,No
COMM-0127,,INV-0079,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC2,67462398.0,2023-12-27,2023-11-19,USD,809549.0,Active,No,No
COMM-0128,,INV-0042,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC1,186981052.0,2021-06-30,2021-06-12,USD,0.0,Active,No,No
COMM-0129,,INV-0030,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC1,256159378.0,2021-06-30,2021-05-22,USD,0.0,Active,No,No
COMM-0130,,INV-0166,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC1,90742537.0,2022-06-30,2022-06-18,USD,0.0,Active,No,No
COMM-0131,,INV-0026,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC2,285704272.0,2023-12-27,2023-12-06,USD,3428451.0,Active,No,No
COMM-0132,,INV-0172,FUND-ACO-V-OFF-A,FUND-ACO-V,FUND-ACO-V-FC1,89115457.0,2023-06-30,2023-06-18,USD,0.0,Active,No,No
COMM-0133,,INV-0082,FUND-AIP-III-OFF-A,FUND-AIP-III,FUND-AIP-III-FC2,101862093.0,2023-12-27,2023-11-26,USD,1222345.0,Active,No,No
COMM-0134,,INV-0178,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC1,171837842.0,2024-06-30,2024-06-09,USD,0.0,Active,No,No
COMM-0135,,INV-0110,FUND-ACO-IV-OFF-A,FUND-ACO-IV,FUND-ACO-IV-FC1,97398360.0,2021-06-30,2021-05-26,USD,0.0,Active,No,No
COMM-0136,,INV-0183,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,252832467.0,2021-12-27,2021-12-13,USD,3033990.0,Active,No,No
COMM-0137,,INV-0123,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC2,110828773.0,2023-12-27,2023-12-08,USD,1329945.0,Active,No,No
COMM-0138,,INV-0142,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC1,195437723.0,2023-06-30,2023-06-18,USD,0.0,Active,No,No
COMM-0139,,INV-0036,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC1,82654222.0,2022-06-30,2022-05-23,USD,0.0,Active,Yes,No
COMM-0140,,INV-0187,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC1,255628246.0,2023-06-30,2023-05-31,USD,0.0,Active,Yes,No
COMM-0141,,INV-0149,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC2,231914075.0,2024-12-27,2024-12-11,USD,2782969.0,Active,Yes,No
COMM-0142,,INV-0142,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC2,197902901.0,2020-12-27,2020-12-13,USD,2374835.0,Active,No,No
COMM-0143,,INV-0101,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC2,44494972.0,2023-12-27,2023-12-01,USD,533940.0,Active,Yes,No
COMM-0144,,INV-0102,FUND-ARA-IV-OFF-A,FUND-ARA-IV,FUND-ARA-IV-FC1,200490154.0,2022-06-30,2022-05-24,USD,0.0,Active,No,No
COMM-0145,,INV-0194,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC1,136635031.0,2022-06-30,2022-06-15,USD,0.0,Active,No,No
COMM-0146,,INV-0189,FUND-AIP-III-OFF-A,FUND-AIP-III,FUND-AIP-III-FC2,16923849.0,2023-12-27,2023-11-23,USD,203086.0,Active,No,No
COMM-0147,,INV-0060,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC2,113983380.0,2023-12-27,2023-12-16,USD,1367801.0,Active,No,No
