transaction_id,transaction_type,transaction_date,settlement_date,from_entity_id,to_entity_id,commitment_id,notice_id,amount_usd,debit_account,credit_account,fund_id,currency,status
TXN-000067,InvestmentInMasterFund,2020-06-23,2020-06-23,FUND-AGE-I-DOM,FUND-AGE-I-MAIN,COMM-0009,CCN-00018,76945000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AGE-I,USD,Posted
TXN-000068,CapitalFromFeeder,2020-06-23,2020-06-23,FUND-AGE-I-DOM,FUND-AGE-I-MAIN,COMM-0009,CCN-00018,76945000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AGE-I,USD,Posted
TXN-000069,CapitalCallReceivable,2023-08-26,2023-09-21,INV-0036,FUND-ABF-X-MAIN,COMM-0010,CCN-00019,139866000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-X,USD,Posted
TXN-000070,CashReceipt,2023-09-21,2023-09-21,INV-0036,FUND-ABF-X-MAIN,COMM-0010,CCN-00019,139866000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-X,USD,Posted
TXN-000071,CapitalCallReceivable,2024-03-26,2024-04-12,INV-0036,FUND-ABF-X-MAIN,COMM-0010,CCN-00020,116555000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-X,USD,Posted
TXN-000072,CashReceipt,2024-04-12,2024-04-12,INV-0036,FUND-ABF-X-MAIN,COMM-0010,CCN-00020,116555000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-X,USD,Posted
TXN-000073,CapitalCallReceivable,2020-07-02,2020-07-17,INV-0008,FUND-ARA-III-OFF,COMM-0011,CCN-00021,111750000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-III,USD,Posted
TXN-000074,CashReceipt,2020-07-17,2020-07-17,INV-0008,FUND-ARA-III-OFF,COMM-0011,CCN-00021,111750000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-III,USD,Posted
TXN-000075,InvestmentInMasterFund,2020-07-20,2020-07-20,FUND-ARA-III-OFF,FUND-ARA-III-MAIN,COMM-0011,CCN-00021,111750000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ARA-III,USD,Posted
TXN-000076,CapitalFromFeeder,2020-07-20,2020-07-20,FUND-ARA-III-OFF,FUND-ARA-III-MAIN,COMM-0011,CCN-00021,111750000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ARA-III,USD,Posted
TXN-000077,CapitalCallReceivable,2020-11-06,2020-11-23,INV-0008,FUND-ARA-III-OFF,COMM-0011,CCN-00022,93125000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-III,USD,Posted
TXN-000078,CashReceipt,2020-11-23,2020-11-23,INV-0008,FUND-ARA-III-OFF,COMM-0011,CCN-00022,93125000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-III,USD,Posted
TXN-000079,InvestmentInMasterFund,2020-11-24,2020-11-24,FUND-ARA-III-OFF,FUND-ARA-III-MAIN,COMM-0011,CCN-00022,93125000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ARA-III,USD,Posted
TXN-000080,CapitalFromFeeder,2020-11-24,2020-11-24,FUND-ARA-III-OFF,FUND-ARA-III-MAIN,COMM-0011,CCN-00022,93125000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ARA-III,USD,Posted
TXN-000081,CapitalCallReceivable,2023-08-07,2023-08-24,INV-0039,FUND-AIP-III-DOM,COMM-0012,CCN-00023,108066000.0,Capital Call Receivable,Capital Contributions Payable,FUND-AIP-III,USD,Posted
TXN-000082,CashReceipt,2023-08-24,2023-08-24,INV-0039,FUND-AIP-III-DOM,COMM-0012,CCN-00023,108066000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AIP-III,USD,Posted
TXN-000083,InvestmentInMasterFund,2023-08-25,2023-08-25,FUND-AIP-III-DOM,FUND-AIP-III-MAIN,COMM-0012,CCN-00023,108066000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AIP-III,USD,Posted
TXN-000084,CapitalFromFeeder,2023-08-25,2023-08-25,FUND-AIP-III-DOM,FUND-AIP-III-MAIN,COMM-0012,CCN-00023,108066000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AIP-III,USD,Posted
TXN-000085,CapitalCallReceivable,2023-11-24,2023-12-27,INV-0039,FUND-AIP-III-DOM,COMM-0012,CCN-00024,90055000.0,Capital Call Receivable,Capital Contributions Payable,FUND-AIP-III,USD,Posted
TXN-000086,CashReceipt,2023-12-27,2023-12-27,INV-0039,FUND-AIP-III-DOM,COMM-0012,CCN-00024,90055000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AIP-III,USD,Posted
TXN-000087,InvestmentInMasterFund,2023-12-28,2023-12-28,FUND-AIP-III-DOM,FUND-AIP-III-MAIN,COMM-0012,CCN-00024,90055000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AIP-III,USD,Posted
TXN-000088,CapitalFromFeeder,2023-12-28,2023-12-28,FUND-AIP-III-DOM,FUND-AIP-III-MAIN,COMM-0012,CCN-00024,90055000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AIP-III,USD,Posted
TXN-000089,CapitalCallReceivable,2023-08-08,2023-08-24,INV-0032,FUND-ACO-V-OFF,COMM-0013,CCN-00025,135942000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ACO-V,USD,Posted
TXN-000090,CashReceipt,2023-08-24,2023-08-24,INV-0032,FUND-ACO-V-OFF,COMM-0013,CCN-00025,135942000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ACO-V,USD,Posted
TXN-000091,InvestmentInMasterFund,2023-08-25,2023-08-25,FUND-ACO-V-OFF,FUND-ACO-V-MAIN,COMM-0013,CCN-00025,135942000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ACO-V,USD,Posted
TXN-000092,CapitalFromFeeder,2023-08-25,2023-08-25,FUND-ACO-V-OFF,FUND-ACO-V-MAIN,COMM-0013,CCN-00025,135942000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ACO-V,USD,Posted
TXN-000093,CapitalCallReceivable,2024-01-23,2024-02-09,INV-0032,FUND-ACO-V-OFF,COMM-0013,CCN-00026,113285000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ACO-V,USD,Posted
TXN-000094,CashReceipt,2024-02-09,2024-02-09,INV-0032,FUND-ACO-V-OFF,COMM-0013,CCN-00026,113285000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ACO-V,USD,Posted
TXN-000095,InvestmentInMasterFund,2024-02-12,2024-02-12,FUND-ACO-V-OFF,FUND-ACO-V-MAIN,COMM-0013,CCN-00026,113285000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ACO-V,USD,Posted
TXN-000096,CapitalFromFeeder,2024-02-12,2024-02-12,FUND-ACO-V-OFF,FUND-ACO-V-MAIN,COMM-0013,CCN-00026,113285000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ACO-V,USD,Posted
TXN-000097,CapitalCallReceivable,2020-07-02,2020-07-20,INV-0028,FUND-ARA-III-MAIN,COMM-0014,CCN-00027,8046000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-III,USD,Posted
TXN-000098,CashReceipt,2020-07-20,2020-07-20,INV-0028,FUND-ARA-III-MAIN,COMM-0014,CCN-00027,8046000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-III,USD,Posted
TXN-000099,CapitalCallReceivable,2020-11-06,2020-11-25,INV-0028,FUND-ARA-III-MAIN,COMM-0014,CCN-00028,6705000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-III,USD,Posted
TXN-000100,CashReceipt,2020-11-25,2020-11-25,INV-0028,FUND-ARA-III-MAIN,COMM-0014,CCN-00028,6705000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-III,USD,Posted
TXN-000101,CapitalCallReceivable,2020-07-02,2020-07-17,INV-0017,FUND-ARA-III-DOM,COMM-0015,CCN-00029,111573000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-III,USD,Posted
TXN-000102,CashReceipt,2020-07-17,2020-07-17,INV-0017,FUND-ARA-III-DOM,COMM-0015,CCN-00029,111573000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-III,USD,Posted
TXN-000103,InvestmentInMasterFund,2020-07-20,2020-07-20,FUND-ARA-III-DOM,FUND-ARA-III-MAIN,COMM-0015,CCN-00029,111573000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ARA-III,USD,Posted
TXN-000104,CapitalFromFeeder,2020-07-20,2020-07-20,FUND-ARA-III-DOM,FUND-ARA-III-MAIN,COMM-0015,CCN-00029,111573000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ARA-III,USD,Posted
TXN-000105,CapitalCallReceivable,2020-11-06,2020-11-25,INV-0017,FUND-ARA-III-DOM,COMM-0015,CCN-00030,92977500.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-III,USD,Posted
TXN-000106,CashReceipt,2020-11-25,2020-11-25,INV-0017,FUND-ARA-III-DOM,COMM-0015,CCN-00030,92977500.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-III,USD,Posted
TXN-000107,InvestmentInMasterFund,2020-11-26,2020-11-26,FUND-ARA-III-DOM,FUND-ARA-III-MAIN,COMM-0015,CCN-00030,92977500.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ARA-III,USD,Posted
TXN-000108,CapitalFromFeeder,2020-11-26,2020-11-26,FUND-ARA-III-DOM,FUND-ARA-III-MAIN,COMM-0015,CCN-00030,92977500.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ARA-III,USD,Posted
TXN-000109,CapitalCallReceivable,2023-08-07,2023-08-24,INV-0001,FUND-AIP-III-OFF,COMM-0016,CCN-00031,12675000.0,Capital Call Receivable,Capital Contributions Payable,FUND-AIP-III,USD,Posted
TXN-000110,CashReceipt,2023-08-24,2023-08-24,INV-0001,FUND-AIP-III-OFF,COMM-0016,CCN-00031,12675000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AIP-III,USD,Posted
TXN-000111,InvestmentInMasterFund,2023-08-25,2023-08-25,FUND-AIP-III-OFF,FUND-AIP-III-MAIN,COMM-0016,CCN-00031,12675000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AIP-III,USD,Posted
TXN-000112,CapitalFromFeeder,2023-08-25,2023-08-25,FUND-AIP-III-OFF,FUND-AIP-III-MAIN,COMM-0016,CCN-00031,12675000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AIP-III,USD,Posted
TXN-000113,CapitalCallReceivable,2021-08-08,2021-08-20,INV-0003,FUND-ABF-IX-MAIN,COMM-0018,CCN-00035,55650000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-IX,USD,Posted
TXN-000114,CashReceipt,2021-08-20,2021-08-20,INV-0003,FUND-ABF-IX-MAIN,COMM-0018,CCN-00035,55650000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-IX,USD,Posted
TXN-000115,CapitalCallReceivable,2021-11-28,2021-12-15,INV-0003,FUND-ABF-IX-MAIN,COMM-0018,CCN-00036,46375000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-IX,USD,Posted
TXN-000116,CashReceipt,2021-12-15,2021-12-15,INV-0003,FUND-ABF-IX-MAIN,COMM-0018,CCN-00036,46375000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-IX,USD,Posted
TXN-000117,CapitalCallReceivable,2022-07-15,2022-08-01,INV-0016,FUND-ARA-IV-DOM,COMM-0019,CCN-00037,54021000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-IV,USD,Posted
TXN-000118,CashReceipt,2022-08-01,2022-08-01,INV-0016,FUND-ARA-IV-DOM,COMM-0019,CCN-00037,54021000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-IV,USD,Posted
TXN-000119,InvestmentInMasterFund,2022-08-02,2022-08-02,FUND-ARA-IV-DOM,FUND-ARA-IV-MAIN,COMM-0019,CCN-00037,54021000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ARA-IV,USD,Posted
