roll_id,commitment_id,investor_id,fund_id,period,beginning_balance_usd,contributions_usd,allocated_income_usd,management_fee_alloc_usd,distributions_usd,ending_balance_usd,currency,as_of_date
ROLL-00052,COMM-0028,INV-0033,FUND-AGE-I,CC2 2020-05,59654891.25,48917500.0,978350.0,183440.62,0,109367300.63,USD,2020-06-03
ROLL-00053,COMM-0029,INV-0003,FUND-ACO-IV,CC1 2021-08,0.0,1752000.0,35040.0,6570.0,0,1780470.0,USD,2021-08-31
ROLL-00054,COMM-0029,INV-0003,FUND-ACO-IV,CC2 2022-02,1780470.0,1460000.0,29200.0,5475.0,0,3264195.0,USD,2022-03-08
ROLL-00055,COMM-0030,INV-0028,FUND-AGE-II,CC1 2022-08,0.0,142407000.0,2848140.0,534026.25,0,144721113.75,USD,2022-09-08
ROLL-00056,COMM-0030,INV-0028,FUND-AGE-II,CC2 2023-02,144721113.75,118672500.0,2373450.0,445021.88,0,265322041.87,USD,2023-02-24
ROLL-00057,COMM-0031,INV-0008,FUND-AGE-II,CC1 2022-08,0.0,76809000.0,1536180.0,288033.75,0,78057146.25,USD,2022-09-07
ROLL-00058,COMM-0031,INV-0008,FUND-AGE-II,CC2 2023-02,78057146.25,64007500.0,1280150.0,240028.12,0,143104768.13,USD,2023-02-28
ROLL-00059,COMM-0032,INV-0026,FUND-ABF-X,CC1 2023-08,0.0,83829000.0,1676580.0,314358.75,0,85191221.25,USD,2023-09-11
ROLL-00060,COMM-0032,INV-0026,FUND-ABF-X,CC2 2024-03,85191221.25,69857500.0,1397150.0,261965.62,0,156183905.63,USD,2024-04-09
ROLL-00061,COMM-0033,INV-0025,FUND-AGE-I,CC1 2019-08,0.0,92904000.0,1858080.0,348390.0,0,94413690.0,USD,2019-09-03
ROLL-00062,COMM-0033,INV-0025,FUND-AGE-I,CC2 2020-05,94413690.0,77420000.0,1548400.0,290325.0,0,173091765.0,USD,2020-06-03
ROLL-00063,COMM-0034,INV-0001,FUND-ABF-X,CC1 2023-08,0.0,44106000.0,882120.0,165397.5,0,44822722.5,USD,2023-09-11
ROLL-00064,COMM-0034,INV-0001,FUND-ABF-X,CC2 2024-03,44822722.5,36755000.0,735100.0,137831.25,0,82174991.25,USD,2024-04-11
ROLL-00065,COMM-0035,INV-0029,FUND-ARA-III,CC1 2020-07,0.0,101832000.0,2036640.0,381870.0,0,103486770.0,USD,2020-07-20
ROLL-00066,COMM-0036,INV-0011,FUND-AIP-III,CC1 2023-08,0.0,43641000.0,872820.0,163653.75,0,44350166.25,USD,2023-08-24
ROLL-00067,COMM-0036,INV-0011,FUND-AIP-III,CC2 2023-11,44350166.25,36367500.0,727350.0,136378.12,0,81308638.13,USD,2023-12-11
ROLL-00068,COMM-0037,INV-0016,FUND-ACO-V,CC1 2023-08,0.0,34860000.0,697200.0,130725.0,0,35426475.0,USD,2023-08-25
ROLL-00069,COMM-0037,INV-0016,FUND-ACO-V,CC2 2024-01,35426475.0,29050000.0,581000.0,108937.5,0,64948537.5,USD,2024-02-09
ROLL-00070,COMM-0038,INV-0003,FUND-ARA-III,CC1 2020-07,0.0,147615000.0,2952300.0,553556.25,0,150013743.75,USD,2020-07-20
ROLL-00071,COMM-0038,INV-0003,FUND-ARA-III,CC2 2020-11,150013743.75,123012500.0,2460250.0,461296.88,0,275025196.87,USD,2020-11-24
ROLL-00072,COMM-0039,INV-0027,FUND-ARA-III,CC1 2020-07,0.0,108174000.0,2163480.0,405652.5,0,109931827.5,USD,2020-07-24
ROLL-00073,COMM-0039,INV-0027,FUND-ARA-III,CC2 2020-11,109931827.5,90145000.0,1802900.0,338043.75,0,201541683.75,USD,2020-11-20
ROLL-00074,COMM-0040,INV-0016,FUND-AIP-III,CC1 2023-08,0.0,98925000.0,1978500.0,370968.75,0,100532531.25,USD,2023-08-22
ROLL-00075,COMM-0040,INV-0016,FUND-AIP-III,CC2 2023-11,100532531.25,82437500.0,1648750.0,309140.62,0,184309640.63,USD,2023-12-13
ROLL-00076,COMM-0041,INV-0015,FUND-ABF-IX,CC1 2021-08,0.0,120909000.0,2418180.0,453408.75,0,122873771.25,USD,2021-08-20
ROLL-00077,COMM-0041,INV-0015,FUND-ABF-IX,CC2 2021-11,122873771.25,100757500.0,2015150.0,377840.62,0,225268580.63,USD,2021-12-10
ROLL-00078,COMM-0042,INV-0036,FUND-ABF-IX,CC1 2021-08,0.0,137745000.0,2754900.0,516543.75,0,139983356.25,USD,2021-08-23
ROLL-00079,COMM-0042,INV-0036,FUND-ABF-IX,CC2 2021-11,139983356.25,114787500.0,2295750.0,430453.12,0,256636153.13,USD,2021-12-15
ROLL-00080,COMM-0043,INV-0030,FUND-ARA-IV,CC1 2022-07,0.0,142581000.0,2851620.0,534678.75,0,144897941.25,USD,2022-08-03
ROLL-00081,COMM-0043,INV-0030,FUND-ARA-IV,CC2 2023-04,144897941.25,118817500.0,2376350.0,445565.62,0,265646225.63,USD,2023-05-02
ROLL-00082,COMM-0044,INV-0029,FUND-ABF-X,CC1 2023-08,0.0,111933000.0,2238660.0,419748.75,0,113751911.25,USD,2023-09-13
ROLL-00083,COMM-0044,INV-0029,FUND-ABF-X,CC2 2024-03,113751911.25,93277500.0,1865550.0,349790.62,0,208545170.63,USD,2024-04-11
ROLL-00084,COMM-0045,INV-0016,FUND-ACO-IV,CC1 2021-08,0.0,115224000.0,2304480.0,432090.0,0,117096390.0,USD,2021-09-03
ROLL-00085,COMM-0045,INV-0016,FUND-ACO-IV,CC2 2022-02,117096390.0,96020000.0,1920400.0,360075.0,0,214676715.0,USD,2022-03-04
ROLL-00086,COMM-0046,INV-0016,FUND-AIP-II,CC1 2021-08,0.0,66822000.0,1336440.0,250582.5,0,67907857.5,USD,2021-09-08
ROLL-00087,COMM-0046,INV-0016,FUND-AIP-II,CC2 2022-05,67907857.5,55685000.0,1113700.0,208818.75,0,124497738.75,USD,2022-05-16
ROLL-00088,COMM-0047,INV-0018,FUND-ARA-IV,CC1 2022-07,0.0,48978000.0,979560.0,183667.5,0,49773892.5,USD,2022-08-01
ROLL-00089,COMM-0047,INV-0018,FUND-ARA-IV,CC2 2023-04,49773892.5,40815000.0,816300.0,153056.25,0,91252136.25,USD,2023-05-01
ROLL-00090,COMM-0048,INV-0010,FUND-ARA-IV,CC1 2022-07,0.0,58380000.0,1167600.0,218925.0,0,59328675.0,USD,2022-08-01
ROLL-00091,COMM-0048,INV-0010,FUND-ARA-IV,CC2 2023-04,59328675.0,48650000.0,973000.0,182437.5,0,108769237.5,USD,2023-05-02
ROLL-00092,COMM-0049,INV-0027,FUND-ACO-V,CC1 2023-08,0.0,50637000.0,1012740.0,189888.75,0,51459851.25,USD,2023-08-23
ROLL-00093,COMM-0049,INV-0027,FUND-ACO-V,CC2 2024-01,51459851.25,42197500.0,843950.0,158240.62,0,94343060.63,USD,2024-02-07
ROLL-00094,COMM-0050,INV-0014,FUND-ABF-IX,CC1 2021-08,0.0,59337000.0,1186740.0,222513.75,0,60301226.25,USD,2021-08-23
ROLL-00095,COMM-0050,INV-0014,FUND-ABF-IX,CC2 2021-11,60301226.25,49447500.0,988950.0,185428.12,0,110552248.13,USD,2021-12-10
ROLL-00096,COMM-0051,INV-0025,FUND-AIP-II,CC1 2021-08,0.0,2376000.0,47520.0,8910.0,0,2414610.0,USD,2021-09-07
ROLL-00097,COMM-0051,INV-0025,FUND-AIP-II,CC2 2022-05,2414610.0,1980000.0,39600.0,7425.0,0,4426785.0,USD,2022-05-16
ROLL-00098,COMM-0052,INV-0027,FUND-AGE-I,CC1 2019-08,0.0,74001000.0,1480020.0,277503.75,0,75203516.25,USD,2019-08-30
ROLL-00099,COMM-0052,INV-0027,FUND-AGE-I,CC2 2020-05,75203516.25,61667500.0,1233350.0,231253.12,0,137873113.13,USD,2020-06-04
ROLL-00100,COMM-0053,INV-0002,FUND-ACO-IV,CC1 2021-08,0.0,51414000.0,1028280.0,192802.5,0,52249477.5,USD,2021-09-03
ROLL-00101,COMM-0053,INV-0002,FUND-ACO-IV,CC2 2022-02,52249477.5,42845000.0,856900.0,160668.75,0,95790708.75,USD,2022-03-04
ROLL-00102,COMM-0054,INV-0011,FUND-AGE-II,CC1 2022-08,0.0,138051000.0,2761020.0,517691.25,0,140294328.75,USD,2022-09-08
ROLL-00103,COMM-0055,INV-0038,FUND-AGE-II,CC1 2022-08,0.0,13965000.0,279300.0,52368.75,0,14191931.25,USD,2022-09-08
ROLL-00104,COMM-0055,INV-0038,FUND-AGE-II,CC2 2023-02,14191931.25,11637500.0,232750.0,43640.62,0,26018540.63,USD,2023-03-01
ROLL-00105,COMM-0056,INV-0012,FUND-ABF-X,CC1 2023-08,0.0,40134000.0,802680.0,150502.5,0,40786177.5,USD,2023-09-11
ROLL-00106,COMM-0056,INV-0012,FUND-ABF-X,CC2 2024-03,40786177.5,33445000.0,668900.0,125418.75,0,74774658.75,USD,2024-04-11
ROLL-00107,COMM-0057,INV-0021,FUND-AGE-I,CC1 2019-08,0.0,114543000.0,2290860.0,429536.25,0,116404323.75,USD,2019-09-04
ROLL-00108,COMM-0057,INV-0021,FUND-AGE-I,CC2 2020-05,116404323.75,95452500.0,1909050.0,357946.88,0,213407926.87,USD,2020-06-01
ROLL-00109,COMM-0058,INV-0017,FUND-ABF-X,CC1 2023-08,0.0,71340000.0,1426800.0,267525.0,0,72499275.0,USD,2023-09-11
ROLL-00110,COMM-0058,INV-0017,FUND-ABF-X,CC2 2024-03,72499275.0,59450000.0,1189000.0,222937.5,0,132915337.5,USD,2024-04-10
ROLL-00111,COMM-0059,INV-0015,FUND-ARA-III,CC1 2020-07,0.0,117513000.0,2350260.0,440673.75,0,119422586.25,USD,2020-07-16
ROLL-00112,COMM-0059,INV-0015,FUND-ARA-III,CC2 2020-11,119422586.25,97927500.0,1958550.0,367228.12,0,218941408.13,USD,2020-11-24
ROLL-00113,COMM-0060,INV-0016,FUND-AIP-III,CC1 2023-08,0.0,126126000.0,2522520.0,472972.5,0,128175547.5,USD,2023-08-24
ROLL-00114,COMM-0060,INV-0016,FUND-AIP-III,CC2 2023-11,128175547.5,105105000.0,2102100.0,394143.75,0,234988503.75,USD,2023-12-08
ROLL-00115,COMM-0061,INV-0009,FUND-ACO-V,CC1 2023-08,0.0,100914000.0,2018280.0,378427.5,0,102553852.5,USD,2023-08-24
ROLL-00116,COMM-0061,INV-0009,FUND-ACO-V,CC2 2024-01,102553852.5,84095000.0,1681900.0,315356.25,0,188015396.25,USD,2024-02-08
ROLL-00117,COMM-0062,INV-0017,FUND-ARA-III,CC1 2020-07,0.0,26418000.0,528360.0,99067.5,0,26847292.5,USD,2020-07-21
ROLL-00118,COMM-0062,INV-0017,FUND-ARA-III,CC2 2020-11,26847292.5,22015000.0,440300.0,82556.25,0,49220036.25,USD,2020-11-24
ROLL-00119,COMM-0063,INV-0020,FUND-ARA-III,CC1 2020-07,0.0,87435000.0,1748700.0,327881.25,0,88855818.75,USD,2020-07-17
ROLL-00120,COMM-0063,INV-0020,FUND-ARA-III,CC2 2020-11,88855818.75,72862500.0,1457250.0,273234.38,0,162902334.37,USD,2020-11-23
ROLL-00121,COMM-0064,INV-0013,FUND-AIP-III,CC1 2023-08,0.0,89427000.0,1788540.0,335351.25,0,90880188.75,USD,2023-08-23
ROLL-00122,COMM-0064,INV-0013,FUND-AIP-III,CC2 2023-11,90880188.75,74522500.0,1490450.0,279459.38,0,166613679.37,USD,2023-12-11
ROLL-00123,COMM-0065,INV-0020,FUND-ABF-IX,CC2 2021-11,0.0,99782500.0,1995650.0,374184.38,0,101403965.62,USD,2021-12-10
ROLL-00124,COMM-0066,INV-0035,FUND-ABF-IX,CC1 2021-08,0.0,99735000.0,1994700.0,374006.25,0,101355693.75,USD,2021-08-24
ROLL-00125,COMM-0066,INV-0035,FUND-ABF-IX,CC2 2021-11,101355693.75,83112500.0,1662250.0,311671.88,0,185818771.87,USD,2021-12-14
ROLL-00126,COMM-0067,INV-0027,FUND-ARA-IV,CC1 2022-07,0.0,17172000.0,343440.0,64395.0,0,17451045.0,USD,2022-08-01
ROLL-00127,COMM-0067,INV-0027,FUND-ARA-IV,CC2 2023-04,17451045.0,14310000.0,286200.0,53662.5,0,31993582.5,USD,2023-05-01
ROLL-00128,COMM-0068,INV-0010,FUND-ABF-X,CC2 2024-03,0.0,23047500.0,460950.0,86428.12,0,23422021.88,USD,2024-04-10
ROLL-00129,COMM-0069,INV-0035,FUND-ACO-IV,CC1 2021-08,0.0,70533000.0,1410660.0,264498.75,0,71679161.25,USD,2021-09-02
ROLL-00130,COMM-0069,INV-0035,FUND-ACO-IV,CC2 2022-02,71679161.25,58777500.0,1175550.0,220415.62,0,131411795.63,USD,2022-03-04
ROLL-00131,COMM-0070,INV-0016,FUND-AIP-II,CC1 2021-08,0.0,42921000.0,858420.0,160953.75,0,43618466.25,USD,2021-09-06
ROLL-00132,COMM-0070,INV-0016,FUND-AIP-II,CC2 2022-05,43618466.25,35767500.0,715350.0,134128.12,0,79967188.13,USD,2022-05-18
ROLL-00133,COMM-0071,INV-0037,FUND-ARA-IV,CC1 2022-07,0.0,51456000.0,1029120.0,192960.0,0,52292160.0,USD,2022-08-03
ROLL-00134,COMM-0071,INV-0037,FUND-ARA-IV,CC2 2023-04,52292160.0,42880000.0,857600.0,160800.0,0,95868960.0,USD,2023-05-01
ROLL-00135,COMM-0072,INV-0032,FUND-ARA-IV,CC1 2022-07,0.0,54192000.0,1083840.0,203220.0,0,55072620.0,USD,2022-08-03
ROLL-00136,COMM-0072,INV-0032,FUND-ARA-IV,CC2 2023-04,55072620.0,45160000.0,903200.0,169350.0,0,100966470.0,USD,2023-05-01
ROLL-00137,COMM-0073,INV-0039,FUND-ACO-V,CC1 2023-08,0.0,84036000.0,1680720.0,315135.0,0,85401585.0,USD,2023-08-23
ROLL-00138,COMM-0073,INV-0039,FUND-ACO-V,CC2 2024-01,85401585.0,70030000.0,1400600.0,262612.5,0,156569572.5,USD,2024-02-15
ROLL-00139,COMM-0074,INV-0016,FUND-ABF-IX,CC1 2021-08,0.0,74055000.0,1481100.0,277706.25,0,75258393.75,USD,2021-08-20
ROLL-00140,COMM-0074,INV-0016,FUND-ABF-IX,CC2 2021-11,75258393.75,61712500.0,1234250.0,231421.88,0,137973721.87,USD,2021-12-13
ROLL-00141,COMM-0075,INV-0032,FUND-AIP-II,CC1 2021-08,0.0,119250000.0,2385000.0,447187.5,0,121187812.5,USD,2021-09-08
ROLL-00142,COMM-0075,INV-0032,FUND-AIP-II,CC2 2022-05,121187812.5,99375000.0,1987500.0,372656.25,0,222177656.25,USD,2022-05-13
ROLL-00143,COMM-0076,INV-0026,FUND-AGE-I,CC1 2019-08,0.0,46971000.0,939420.0,176141.25,0,47734278.75,USD,2019-09-13
ROLL-00144,COMM-0076,INV-0026,FUND-AGE-I,CC2 2020-05,47734278.75,39142500.0,782850.0,146784.38,0,87512844.37,USD,2020-06-04
ROLL-00145,COMM-0077,INV-0036,FUND-ACO-IV,CC1 2021-08,0.0,64686000.0,1293720.0,242572.5,0,65737147.5,USD,2021-09-03
ROLL-00146,COMM-0078,INV-0030,FUND-AGE-II,CC1 2022-08,0.0,47034000.0,940680.0,176377.5,0,47798302.5,USD,2022-09-07
ROLL-00147,COMM-0078,INV-0030,FUND-AGE-II,CC2 2023-02,47798302.5,39195000.0,783900.0,146981.25,0,87630221.25,USD,2023-02-24
ROLL-00148,COMM-0079,INV-0013,FUND-AGE-II,CC1 2022-08,0.0,19254000.0,385080.0,72202.5,0,19566877.5,USD,2022-09-05
ROLL-00149,COMM-0079,INV-0013,FUND-AGE-II,CC2 2023-02,19566877.5,16045000.0,320900.0,60168.75,0,35872608.75,USD,2023-02-28
ROLL-00150,COMM-0080,INV-0014,FUND-ABF-X,CC1 2023-08,0.0,42561000.0,851220.0,159603.75,0,43252616.25,USD,2023-09-08
ROLL-00151,COMM-0080,INV-0014,FUND-ABF-X,CC2 2024-03,43252616.25,35467500.0,709350.0,133003.12,0,79296463.13,USD,2024-04-11
ROLL-00152,COMM-0081,INV-0013,FUND-AGE-I,CC1 2019-08,0.0,35280000.0,705600.0,132300.0,0,35853300.0,USD,2019-09-02
ROLL-00153,COMM-0081,INV-0013,FUND-AGE-I,CC2 2020-05,35853300.0,29400000.0,588000.0,110250.0,0,65731050.0,USD,2020-06-02
ROLL-00154,COMM-0082,INV-0035,FUND-ABF-X,CC1 2023-08,0.0,42234000.0,844680.0,158377.5,0,42920302.5,USD,2023-09-08
ROLL-00155,COMM-0083,INV-0009,FUND-ARA-III,CC1 2020-07,0.0,16734000.0,334680.0,62752.5,0,17005927.5,USD,2020-07-21
ROLL-00156,COMM-0083,INV-0009,FUND-ARA-III,CC2 2020-11,17005927.5,13945000.0,278900.0,52293.75,0,31177533.75,USD,2020-12-10
ROLL-00157,COMM-0084,INV-0031,FUND-AIP-III,CC1 2023-08,0.0,52095000.0,1041900.0,195356.25,0,52941543.75,USD,2023-08-23
ROLL-00158,COMM-0084,INV-0031,FUND-AIP-III,CC2 2023-11,52941543.75,43412500.0,868250.0,162796.88,0,97059496.87,USD,2023-12-13
ROLL-00159,COMM-0085,INV-0008,FUND-ACO-V,CC1 2023-08,0.0,61005000.0,1220100.0,228768.75,0,61996331.25,USD,2023-08-22
ROLL-00160,COMM-0085,INV-0008,FUND-ACO-V,CC2 2024-01,61996331.25,50837500.0,1016750.0,190640.62,0,113659940.63,USD,2024-02-08
ROLL-00161,COMM-0086,INV-0010,FUND-ARA-III,CC1 2020-07,0.0,14148000.0,282960.0,53055.0,0,14377905.0,USD,2020-07-20
ROLL-00162,COMM-0086,INV-0010,FUND-ARA-III,CC2 2020-11,14377905.0,11790000.0,235800.0,44212.5,0,26359492.5,USD,2020-11-20
ROLL-00163,COMM-0087,INV-0027,FUND-ARA-III,CC1 2020-07,0.0,116691000.0,2333820.0,437591.25,0,118587228.75,USD,2020-07-16
ROLL-00164,COMM-0087,INV-0027,FUND-ARA-III,CC2 2020-11,118587228.75,97242500.0,1944850.0,364659.38,0,217409919.37,USD,2020-12-10
ROLL-00165,COMM-0088,INV-0020,FUND-AIP-III,CC1 2023-08,0.0,46848000.0,936960.0,175680.0,0,47609280.0,USD,2023-08-22
ROLL-00166,COMM-0088,INV-0020,FUND-AIP-III,CC2 2023-11,47609280.0,39040000.0,780800.0,146400.0,0,87283680.0,USD,2023-12-12
ROLL-00167,COMM-0089,INV-0007,FUND-ABF-IX,CC1 2021-08,0.0,94389000.0,1887780.0,353958.75,0,95922821.25,USD,2021-08-23
ROLL-00168,COMM-0089,INV-0007,FUND-ABF-IX,CC2 2021-11,95922821.25,78657500.0,1573150.0,294965.62,0,175858505.63,USD,2021-12-15
ROLL-00169,COMM-0090,INV-0016,FUND-ABF-IX,CC1 2021-08,0.0,83472000.0,1669440.0,313020.0,0,84828420.0,USD,2021-08-23
ROLL-00170,COMM-0090,INV-0016,FUND-ABF-IX,CC2 2021-11,84828420.0,69560000.0,1391200.0,260850.0,0,155518770.0,USD,2021-12-14
ROLL-00171,COMM-0091,INV-0029,FUND-ARA-IV,CC1 2022-07,0.0,44751000.0,895020.0,167816.25,0,45478203.75,USD,2022-07-29
ROLL-00172,COMM-0091,INV-0029,FUND-ARA-IV,CC2 2023-04,45478203.75,37292500.0,745850.0,139846.88,0,83376706.87,USD,2023-05-01
ROLL-00173,COMM-0092,INV-0019,FUND-ABF-X,CC1 2023-08,0.0,12069000.0,241380.0,45258.75,0,12265121.25,USD,2023-09-12
